,oldAIC,AIC,cost,country,time,a,r,beta_I,beta_A,mu_I,mu_A,nu,I0,alpha,t_lock,beta_lock
82,-318.2232301593457,-1468.8892265075626,0.04272165514175001,Portugal,lock,0.0,1.0,0.7525658500550865,0.4535754481057004,0.6867685072713896,0.5024281623180039,0.13381677900118558,6.7457998201643286e-09,,18.9998306695901,0.2949758273403956
83,-748.4419691512029,-1468.3643395098895,0.028095138229610062,Belgium,lock,1.0,1.0,0.8044044068292583,1.9790172770850285,2.1345503378484945,1.0182754244082797,0.8563443902718245,3.5866020947471237e-16,,21.99998623988256,0.8205905800283122
84,-288.3954807479427,-1408.7478369451587,0.05814487272966265,Belgium,lock,0.0,1.0,0.4264528921278977,0.6753570284320963,0.6734626987984842,0.43363339717898375,0.16408577673793145,5.055386102103425e-09,,20.999959899766385,0.276790395427476
85,-742.8307142330727,-1388.2055038148328,0.0348167032961765,Spain,lock,1.0,1.0,7.096425678211747,0.0037067800344614842,4.459790702283566,0.17124408919744574,8.7578683415762,1.3487833020255163e-23,,18.99999846009341,1.7982102050936764
86,-281.3874558436271,-1271.9886228973712,0.07195262253913387,Spain,lock,0.0,1.0,0.6534198543546135,0.5480985394666824,0.4638306762864289,0.3546067536988756,0.2866195901670706,5.17053957012443e-09,,16.00040748885008,0.20426327889501444
87,-371.98005410224823,-147.21011070897416,0.03527235949807759,Italy,fermi,0.0,1.0,3.612795912923455e-05,35.11223684484893,2.4166551921088488e-08,52.94606253070565,1.1665547211998016e-05,1.1766834252685474e-11,0.10587731658385076,96.3508085610265,
88,-338.12025196545466,-77.42545613350082,0.03541013876655925,Portugal,fermi,0.0,1.0,2.744175383804316e-05,10.804700765041288,8.189492693458504e-08,13.736934359403989,1.3452790916294755e-05,1.111119185919078e-06,0.07816957068723765,95.61875107986836,
89,-149.7651509548136,-1551.343649722435,1.7631934086773144,Italy,lock,0.0,0.0,6.79824865e-01,6.78725435e-04,2.52593794e-01,6.75323632e-01,4.83576192e-02,1.79490891e-08,,1.90000000e+01,1.84820800e-01
90,-475.1620747664053,-1551.9152771785718,0.1203828848674291,Italy,lock,1.0,0.0,4.41008748e+00,3.51632939e-02,4.46572939e-01,4.88120591e+00,1.37641668e+01,1.67959179e-32,,1.84879951e+01,2.59411148e-01
91,-675.52039148643,-7.575324984464327,0.04191498463144412,United Kingdom,lock,1.0,1.0,0.3809223642777836,0.7631399743151657,3.0276998878927357e-07,0.3383444308083801,1.2760570744408932,5.182825798966611e-08,,21.804525528081694,0.001954088855125452
92,-348.00856687871357,5.6289642923176615,0.03545368307416042,United Kingdom,lock,0.0,1.0,0.002117722891561199,3.0111375021844045,5.518219288096967e-05,0.6398263165150319,8.441525977609245e-05,4.886998941047366e-08,,21.97859670211021,2.5433780289415107
93,-280.8062415399247,11.544920858645327,0.06241871630156572,Belgium,fermi,0.0,1.0,0.0020625662187281468,46.123538367482226,8.046456740120797e-06,15.467785399054355,0.0023513939558743122,6.699813115989385e-12,9.308848916099517e-06,17.371735385586273,
94,-709.7214986304728,12.489052978772705,0.033667511528525464,Belgium,fermi,1.0,1.0,0.007790184892162741,61.84753149634573,9.560534969691188e-06,24.947318532939423,1.7408986965447356e-06,1.3744565465613147e-05,5.656935602228134e-07,51478.038650314884,
95,-766.9750536397218,13.738194080110404,0.02489026402701037,Portugal,fermi,1.0,1.0,0.0026569697464319192,42.88770605645122,4.9115108981857817e-08,24.51743204987639,0.002685915047205272,7.130684080865803e-08,5.7142212767497325e-06,188192.63050547964,
